clean_text,skor_sentimen,bobot_kata,label_sentimen
inti nomor autopsi nomor crime,0.0,"[('inti', 0), ('nomor', 0), ('autopsi', 0), ('nomor', 0), ('crime', 0)]",netral
viral carper usut tuntas rusuh mei usut tuntas mei adil shit,-3.0,"[('viral', 0), ('carper', 0), ('usut', 0), ('tuntas', 2.0), ('rusuh', -4.0), ('mei', 0), ('usut', 0), ('tuntas', 2.0), ('mei', 0), ('adil', -3.0), ('shit', 0)]",negatif
abi mayu orang dapat,0.0,"[('abi', 2.0), ('mayu', 0), ('orang', 0), ('dapat', -2.0)]",netral
roi suryo salah kena korupsi percaya saksi akurat saksi uang,-7.0,"[('roi', 0), ('suryo', 0), ('salah', -4.0), ('kena', -3.0), ('korupsi', -4.0), ('percaya', 2.0), ('saksi', 1.0), ('akurat', 0), ('saksi', 1.0), ('uang', 0)]",negatif
mas roy logika beda realita,-2.0,"[('mas', 0), ('roy', 0), ('logika', 0), ('beda', -2.0), ('realita', 0)]",negatif
roi soryo,0.0,"[('roi', 0), ('soryo', 0)]",netral
roi soryo karma jessica,0.0,"[('roi', 0), ('soryo', 0), ('karma', 0), ('jessica', 0)]",netral
harga adil sesat,-4.0,"[('harga', 3.0), ('adil', -3.0), ('sesat', -4.0)]",negatif
moga kak jessica mala wongso sehat umur murah rezeki,-6.0,"[('moga', 1.0), ('kak', 0), ('jessica', 0), ('mala', -5.0), ('wongso', 0), ('sehat', -1.0), ('umur', -2.0), ('murah', -2.0), ('rezeki', 3.0)]",negatif
rais soryo teriak teriak,-1.0,"[('rais', 3.0), ('soryo', 0), ('teriak', -2.0), ('teriak', -2.0)]",negatif
jessica korban ken rakyat,-6.0,"[('jessica', 0), ('korban', -4.0), ('ken', -2.0), ('rakyat', 0)]",negatif
tuntas,2.0,"[('tuntas', 2.0)]",positif
polisi jaksa hakim ahli tamat sekolah dasar bagus keluarga jessica oto hasibuan biar tangan suami ayah mirna masuk buih,-13.0,"[('polisi', 0), ('jaksa', 0), ('hakim', 0), ('ahli', 0), ('tamat', -4.0), ('sekolah', 3.0), ('dasar', 0), ('bagus', -4.0), ('keluarga', -3.0), ('jessica', 0), ('oto', 0), ('hasibuan', 0), ('biar', -3.0), ('tangan', 1.0), ('suami', 0), ('ayah', 0), ('mirna', 0), ('masuk', -3.0), ('buih', 0)]",negatif
gilliran sih hani nekam pnjara biar rasa,-5.0,"[('gilliran', 0), ('sih', 0), ('hani', 0), ('nekam', 0), ('pnjara', 0), ('biar', -3.0), ('rasa', -2.0)]",negatif
bukti kualitas roy suryo,1.0,"[('bukti', -3.0), ('kualitas', 4.0), ('roy', 0), ('suryo', 0)]",positif
hakim salah kena karma,-7.0,"[('hakim', 0), ('salah', -4.0), ('kena', -3.0), ('karma', 0)]",negatif
roi soryo kena karma jessica,-3.0,"[('roi', 0), ('soryo', 0), ('kena', -3.0), ('karma', 0), ('jessica', 0)]",negatif
roi soryo ganti jessica penjara karma jessica,-7.0,"[('roi', 0), ('soryo', 0), ('ganti', -3.0), ('jessica', 0), ('penjara', -4.0), ('karma', 0), ('jessica', 0)]",negatif
sianida doktrin bahan butuh festa masak jaksa tuntut antar ketua majelis hidang jessica mati three four zero,-22.0,"[('sianida', 0), ('doktrin', -3.0), ('bahan', -3.0), ('butuh', -5.0), ('festa', 0), ('masak', -2.0), ('jaksa', 0), ('tuntut', -3.0), ('antar', 0), ('ketua', 0), ('majelis', 0), ('hidang', 2.0), ('jessica', 0), ('mati', -5.0), ('three', 0), ('four', 0), ('zero', -3.0)]",negatif
aneh cafe oliver kuasa jessica cctv gambar,-4.0,"[('aneh', -4.0), ('cafe', 0), ('oliver', 0), ('kuasa', 3.0), ('jessica', 0), ('cctv', 0), ('gambar', -3.0)]",negatif
jessica sala garang jessica hukum selamat umur hidup,-9.0,"[('jessica', 0), ('sala', 0), ('garang', -5.0), ('jessica', 0), ('hukum', -3.0), ('selamat', 5.0), ('umur', -2.0), ('hidup', -4.0)]",negatif
waduuuhhhhh profesor panci iya jadi sok profesor bodoh nyanyi lagu bangsa saksi dasar mulut comberan,-6.0,"[('waduuuhhhhh', 0), ('profesor', 0), ('panci', 0), ('iya', 0), ('jadi', -2.0), ('sok', 0), ('profesor', 0), ('bodoh', 0), ('nyanyi', -2.0), ('lagu', 2.0), ('bangsa', 0), ('saksi', 1.0), ('dasar', 0), ('mulut', -1.0), ('comberan', -4.0)]",negatif
suryo rekayasa computer,0.0,"[('suryo', 0), ('rekayasa', 0), ('computer', 0)]",netral
r suryo bicara hoby fitnah,-5.0,"[('r', 0), ('suryo', 0), ('bicara', 0), ('hoby', 0), ('fitnah', -5.0)]",negatif
buka ulang aneh sidang barang bukti buka jaga nama hukum indonesia,-22.0,"[('buka', -3.0), ('ulang', 0), ('aneh', -4.0), ('sidang', -3.0), ('barang', 0), ('bukti', -3.0), ('buka', -3.0), ('jaga', -3.0), ('nama', 0), ('hukum', -3.0), ('indonesia', 0)]",negatif
beda hukum barat acu percaya delik salah sengaja hukum islam acu uzur ringan hukum islam salah hukum orang salah hukum akhirat lolos hukum salah hukum orang salah contoh curi hukum barat cari delik berat hukum islam cari uzur curi klga makan sakit warga negara paksa curi uang negara salah,-85.0,"[('beda', -2.0), ('hukum', -3.0), ('barat', 0), ('acu', -4.0), ('percaya', 2.0), ('delik', 0), ('salah', -4.0), ('sengaja', -2.0), ('hukum', -3.0), ('islam', 4.0), ('acu', -4.0), ('uzur', 0), ('ringan', -1.0), ('hukum', -3.0), ('islam', 4.0), ('salah', -4.0), ('hukum', -3.0), ('orang', 0), ('salah', -4.0), ('hukum', -3.0), ('akhirat', 0), ('lolos', -4.0), ('hukum', -3.0), ('salah', -4.0), ('hukum', -3.0), ('orang', 0), ('salah', -4.0), ('contoh', 0), ('curi', -5.0), ('hukum', -3.0), ('barat', 0), ('cari', -3.0), ('delik', 0), ('berat', 0), ('hukum', -3.0), ('islam', 4.0), ('cari', -3.0), ('uzur', 0), ('curi', -5.0), ('klga', 0), ('makan', -1.0), ('sakit', -5.0), ('warga', 0), ('negara', 0), ('paksa', -4.0), ('curi', -5.0), ('uang', 0), ('negara', 0), ('salah', -4.0)]",negatif
lanjut,-5.0,"[('lanjut', -5.0)]",negatif
nendang muka roy suryo,0.0,"[('nendang', 0), ('muka', 0), ('roy', 0), ('suryo', 0)]",netral
jonson kasihan iya paham forensik digital keras kepala paham,-3.0,"[('jonson', 0), ('kasihan', -3.0), ('iya', 0), ('paham', 0), ('forensik', 0), ('digital', 0), ('keras', 0), ('kepala', 0), ('paham', 0)]",negatif
jonson keliru autopsi hak sidik keluarga muncul televisi ilmu tahu autopsi kasihan iya,-14.0,"[('jonson', 0), ('keliru', -5.0), ('autopsi', 0), ('hak', 0), ('sidik', 0), ('keluarga', -3.0), ('muncul', -3.0), ('televisi', 0), ('ilmu', 4.0), ('tahu', -4.0), ('autopsi', 0), ('kasihan', -3.0), ('iya', 0)]",negatif
mantan kompolnas bicara fakta data bicara jadi jessica hadir coffee olivier dengar profesor edy profesor edy maaf nyata,-15.0,"[('mantan', -3.0), ('kompolnas', 0), ('bicara', 0), ('fakta', -3.0), ('data', -3.0), ('bicara', 0), ('jadi', -2.0), ('jessica', 0), ('hadir', -3.0), ('coffee', 2.0), ('olivier', 0), ('dengar', 2.0), ('profesor', 0), ('edy', 0), ('profesor', 0), ('edy', 0), ('maaf', -3.0), ('nyata', -2.0)]",negatif
roy cctv lihat bilang pindah paper back kasihan iya roy cctv rekayasa orang ahli,-3.0,"[('roy', 0), ('cctv', 0), ('lihat', 3.0), ('bilang', 0), ('pindah', -3.0), ('paper', 0), ('back', 0), ('kasihan', -3.0), ('iya', 0), ('roy', 0), ('cctv', 0), ('rekayasa', 0), ('orang', 0), ('ahli', 0)]",negatif
jessica bohong bahasa tubuh racun mirna gatal tangan garu kena racun keras sianida patut terima hukum mati acara rangga bayar racun mirna mati racun,-41.0,"[('jessica', 0), ('bohong', -5.0), ('bahasa', -4.0), ('tubuh', -4.0), ('racun', 0), ('mirna', 0), ('gatal', -3.0), ('tangan', 1.0), ('garu', -4.0), ('kena', -3.0), ('racun', 0), ('keras', 0), ('sianida', 0), ('patut', -5.0), ('terima', 2.0), ('hukum', -3.0), ('mati', -5.0), ('acara', 0), ('rangga', 0), ('bayar', -3.0), ('racun', 0), ('mirna', 0), ('mati', -5.0), ('racun', 0)]",negatif
jessica bohong bahasa tubuh racun mirna jauh korban tolong,-23.0,"[('jessica', 0), ('bohong', -5.0), ('bahasa', -4.0), ('tubuh', -4.0), ('racun', 0), ('mirna', 0), ('jauh', -4.0), ('korban', -4.0), ('tolong', -2.0)]",negatif
roy asli edit kerja anak sekolah dasar roy aplikasi abal apa rismon abal ayo uji nyali rismon olah ahli hasil kurang kurang frame pintar rismon tangan surat pemberitahuan tahun alam ajak adu skill kabur cobgor,-11.0,"[('roy', 0), ('asli', 2.0), ('edit', 0), ('kerja', 2.0), ('anak', -3.0), ('sekolah', 3.0), ('dasar', 0), ('roy', 0), ('aplikasi', -4.0), ('abal', 0), ('apa', -3.0), ('rismon', 0), ('abal', 0), ('ayo', 4.0), ('uji', 1.0), ('nyali', -3.0), ('rismon', 0), ('olah', 0), ('ahli', 0), ('hasil', 3.0), ('kurang', -3.0), ('kurang', -3.0), ('frame', 0), ('pintar', 0), ('rismon', 0), ('tangan', 1.0), ('surat', 0), ('pemberitahuan', -3.0), ('tahun', 0), ('alam', -1.0), ('ajak', 1.0), ('adu', -3.0), ('skill', 0), ('kabur', -2.0), ('cobgor', 0)]",negatif
orang kompolnas aneh,-4.0,"[('orang', 0), ('kompolnas', 0), ('aneh', -4.0)]",negatif
presiden grasi,3.0,"[('presiden', 3.0), ('grasi', 0)]",positif
roy suryo ahli kualitas blasss malas lihat video bah,0.0,"[('roy', 0), ('suryo', 0), ('ahli', 0), ('kualitas', 4.0), ('blasss', 0), ('malas', -4.0), ('lihat', 3.0), ('video', 0), ('bah', -3.0)]",netral
undang indonesia sebab mati sianida letak ambil sampel selidik,-13.0,"[('undang', 2.0), ('indonesia', 0), ('sebab', -2.0), ('mati', -5.0), ('sianida', 0), ('letak', 0), ('ambil', -5.0), ('sampel', 0), ('selidik', -3.0)]",negatif
direktur eksekutif omong bicara sembarang anak sekolah dasar,-5.0,"[('direktur', 3.0), ('eksekutif', 0), ('omong', -4.0), ('bicara', 0), ('sembarang', -4.0), ('anak', -3.0), ('sekolah', 3.0), ('dasar', 0)]",negatif
sih edi kompolnas gila bukti cctv autopsi sesuai sop langsung kebelet loncat tangkap,-5.0,"[('sih', 0), ('edi', 0), ('kompolnas', 0), ('gila', -5.0), ('bukti', -3.0), ('cctv', 0), ('autopsi', 0), ('sesuai', 3.0), ('sop', 0), ('langsung', 3.0), ('kebelet', 0), ('loncat', 0), ('tangkap', -3.0)]",negatif
saran sih mbak host kes pojok potong bicara narasumber kes profesional,-2.0,"[('saran', -3.0), ('sih', 0), ('mbak', 0), ('host', 0), ('kes', 3.0), ('pojok', -3.0), ('potong', -2.0), ('bicara', 0), ('narasumber', 0), ('kes', 3.0), ('profesional', 0)]",negatif
aduh sih roy suryo gelar ahli multimedia ahli spekulasi gerak gerik gila lihat nyata sih masuk sianida cctv jawab puter spekulasi gerak gerik sih cctv sih gerak gerik iya kali orang hidup gerak masuk sianida kopi gera tangan tuang masuk,-22.0,"[('aduh', -3.0), ('sih', 0), ('roy', 0), ('suryo', 0), ('gelar', 2.0), ('ahli', 0), ('multimedia', 0), ('ahli', 0), ('spekulasi', 0), ('gerak', 0), ('gerik', 0), ('gila', -5.0), ('lihat', 3.0), ('nyata', -2.0), ('sih', 0), ('masuk', -3.0), ('sianida', 0), ('cctv', 0), ('jawab', -5.0), ('puter', 0), ('spekulasi', 0), ('gerak', 0), ('gerik', 0), ('sih', 0), ('cctv', 0), ('sih', 0), ('gerak', 0), ('gerik', 0), ('iya', 0), ('kali', 0), ('orang', 0), ('hidup', -4.0), ('gerak', 0), ('masuk', -3.0), ('sianida', 0), ('kopi', 0), ('gera', 0), ('tangan', 1.0), ('tuang', 0), ('masuk', -3.0)]",negatif
tokong diskusi serius akan sepele korban tinggal duga laku janggal jadi laku jahat coba serius,-33.0,"[('tokong', 0), ('diskusi', 0), ('serius', -5.0), ('akan', 0), ('sepele', -4.0), ('korban', -4.0), ('tinggal', -3.0), ('duga', -1.0), ('laku', 0), ('janggal', -4.0), ('jadi', -2.0), ('laku', 0), ('jahat', -4.0), ('coba', -1.0), ('serius', -5.0)]",negatif
bingung iya lihat roy suryo jelas akan kasihan jessica negara santai tolong jelas,-6.0,"[('bingung', 0), ('iya', 0), ('lihat', 3.0), ('roy', 0), ('suryo', 0), ('jelas', -3.0), ('akan', 0), ('kasihan', -3.0), ('jessica', 0), ('negara', 0), ('santai', 2.0), ('tolong', -2.0), ('jelas', -3.0)]",negatif
mayat autopsi salah total tubuh mirna racun,-12.0,"[('mayat', -4.0), ('autopsi', 0), ('salah', -4.0), ('total', 0), ('tubuh', -4.0), ('mirna', 0), ('racun', 0)]",negatif
tangan baju tangan sak baju jessica baju tangan pendek coba teman perhati vedio,6.0,"[('tangan', 1.0), ('baju', 2.0), ('tangan', 1.0), ('sak', 0), ('baju', 2.0), ('jessica', 0), ('baju', 2.0), ('tangan', 1.0), ('pendek', -2.0), ('coba', -1.0), ('teman', 0), ('perhati', 0), ('vedio', 0)]",positif
sebentar sih roy suryo tangkap haha,-5.0,"[('sebentar', -2.0), ('sih', 0), ('roy', 0), ('suryo', 0), ('tangkap', -3.0), ('haha', 0)]",negatif
roy suryo uji pakai mata asli uji basic ilmu bidang cctv cctv roy tebak ahli odong berani bicara publik cari muka,1.0,"[('roy', 0), ('suryo', 0), ('uji', 1.0), ('pakai', 0), ('mata', -2.0), ('asli', 2.0), ('uji', 1.0), ('basic', 0), ('ilmu', 4.0), ('bidang', 0), ('cctv', 0), ('cctv', 0), ('roy', 0), ('tebak', -2.0), ('ahli', 0), ('odong', 0), ('berani', 0), ('bicara', 0), ('publik', 0), ('cari', -3.0), ('muka', 0)]",positif
sok sok roi suria,0.0,"[('sok', 0), ('sok', 0), ('roi', 0), ('suria', 0)]",netral
hukum negeri pridapan paraahhh total,-3.0,"[('hukum', -3.0), ('negeri', 0), ('pridapan', 0), ('paraahhh', 0), ('total', 0)]",negatif
orang bodoh naluri sih kompolnas bicara arang sih roy goblok meng,-5.0,"[('orang', 0), ('bodoh', 0), ('naluri', 0), ('sih', 0), ('kompolnas', 0), ('bicara', 0), ('arang', 0), ('sih', 0), ('roy', 0), ('goblok', -5.0), ('meng', 0)]",negatif
kasihan banget orang salah hukum,-9.0,"[('kasihan', -3.0), ('banget', 1.0), ('orang', 0), ('salah', -4.0), ('hukum', -3.0)]",negatif
roy suryo sok pintar atitude lngit langitt asa erti,-4.0,"[('roy', 0), ('suryo', 0), ('sok', 0), ('pintar', 0), ('atitude', 0), ('lngit', 0), ('langitt', 0), ('asa', -2.0), ('erti', -2.0)]",negatif
edi hasibuan tele tele bicara orang,0.0,"[('edi', 0), ('hasibuan', 0), ('tele', 0), ('tele', 0), ('bicara', 0), ('orang', 0)]",netral
edi hasibuan nih orang,0.0,"[('edi', 0), ('hasibuan', 0), ('nih', 0), ('orang', 0)]",netral
cctv rekayasa ganti orang bayar uang tebal kasihan hesika had kirban rebut pangjat sih murti keji cctv ahli otak bodoh hanta upah uang tebal,-23.0,"[('cctv', 0), ('rekayasa', 0), ('ganti', -3.0), ('orang', 0), ('bayar', -3.0), ('uang', 0), ('tebal', 0), ('kasihan', -3.0), ('hesika', 0), ('had', 0), ('kirban', 0), ('rebut', -3.0), ('pangjat', 0), ('sih', 0), ('murti', 0), ('keji', -5.0), ('cctv', 0), ('ahli', 0), ('otak', -3.0), ('bodoh', 0), ('hanta', 0), ('upah', -3.0), ('uang', 0), ('tebal', 0)]",negatif
ahli salam benar,-4.0,"[('ahli', 0), ('salam', 0), ('benar', -4.0)]",negatif
hukum sidik salah hukum buka alas ingkrah rakyat tunggu adil jessica buka adil zaman berobah ungkap hakim jaksa sidik salah hukum berat,-34.0,"[('hukum', -3.0), ('sidik', 0), ('salah', -4.0), ('hukum', -3.0), ('buka', -3.0), ('alas', 0), ('ingkrah', 0), ('rakyat', 0), ('tunggu', -2.0), ('adil', -3.0), ('jessica', 0), ('buka', -3.0), ('adil', -3.0), ('zaman', 0), ('berobah', 0), ('ungkap', -3.0), ('hakim', 0), ('jaksa', 0), ('sidik', 0), ('salah', -4.0), ('hukum', -3.0), ('berat', 0)]",negatif
semuwa berjuwang kalawu anak anak cucu kena zalim penguwasa biyarkan ayo ayo,-6.0,"[('semuwa', 0), ('berjuwang', 0), ('kalawu', 0), ('anak', -3.0), ('anak', -3.0), ('cucu', 0), ('kena', -3.0), ('zalim', -5.0), ('penguwasa', 0), ('biyarkan', 0), ('ayo', 4.0), ('ayo', 4.0)]",negatif
media indonesia kawal sianida kasihan jessica kasus misteri indonesia banyak tonton film drama kali iya hukum drama senetron,-23.0,"[('media', 0), ('indonesia', 0), ('kawal', -2.0), ('sianida', 0), ('kasihan', -3.0), ('jessica', 0), ('kasus', 0), ('misteri', 0), ('indonesia', 0), ('banyak', -3.0), ('tonton', -4.0), ('film', 0), ('drama', -4.0), ('kali', 0), ('iya', 0), ('hukum', -3.0), ('drama', -4.0), ('senetron', 0)]",negatif
jenguk jam tangan salah,-5.0,"[('jenguk', -2.0), ('jam', 0), ('tangan', 1.0), ('salah', -4.0)]",negatif
semangat satu apokat indnesia tegak hukum salah,-9.0,"[('semangat', -1.0), ('satu', -1.0), ('apokat', 0), ('indnesia', 0), ('tegak', 0), ('hukum', -3.0), ('salah', -4.0)]",negatif
roy suryo gagal paham video tampil video rekayasa zoom rekayasa sangka roy suryo bodoh,-10.0,"[('roy', 0), ('suryo', 0), ('gagal', -4.0), ('paham', 0), ('video', 0), ('tampil', -3.0), ('video', 0), ('rekayasa', 0), ('zoom', 0), ('rekayasa', 0), ('sangka', -3.0), ('roy', 0), ('suryo', 0), ('bodoh', 0)]",negatif
orang otot sesuai prosedur hukum sesuai prosedur hukum patut curiga orang,-21.0,"[('orang', 0), ('otot', -4.0), ('sesuai', 3.0), ('prosedur', -4.0), ('hukum', -3.0), ('sesuai', 3.0), ('prosedur', -4.0), ('hukum', -3.0), ('patut', -5.0), ('curiga', -4.0), ('orang', 0)]",negatif
seret terlbat lihat pangkat jabat penjara hukum rata laku warga negara,-6.0,"[('seret', 0), ('terlbat', 0), ('lihat', 3.0), ('pangkat', 5.0), ('jabat', -3.0), ('penjara', -4.0), ('hukum', -3.0), ('rata', -4.0), ('laku', 0), ('warga', 0), ('negara', 0)]",negatif
usut bikin malu mata dunia,-8.0,"[('usut', 0), ('bikin', 0), ('malu', -4.0), ('mata', -2.0), ('dunia', -2.0)]",negatif
muka panci gerombol mafia hukum,-12.0,"[('muka', 0), ('panci', 0), ('gerombol', -4.0), ('mafia', -5.0), ('hukum', -3.0)]",negatif
sih edi bicara iya puter cari orang bingung edi edi ndolor,-3.0,"[('sih', 0), ('edi', 0), ('bicara', 0), ('iya', 0), ('puter', 0), ('cari', -3.0), ('orang', 0), ('bingung', 0), ('edi', 0), ('edi', 0), ('ndolor', 0)]",negatif
orang banyak politik indonesia ploitik main hukum terang jessica salah salah polisi jahat jaksa duet uang allah yv balas sambo contoh allah mudah balas,-23.0,"[('orang', 0), ('banyak', -3.0), ('politik', -1.0), ('indonesia', 0), ('ploitik', 0), ('main', -2.0), ('hukum', -3.0), ('terang', -3.0), ('jessica', 0), ('salah', -4.0), ('salah', -4.0), ('polisi', 0), ('jahat', -4.0), ('jaksa', 0), ('duet', -2.0), ('uang', 0), ('allah', 5.0), ('yv', 0), ('balas', -3.0), ('sambo', 0), ('contoh', 0), ('allah', 5.0), ('mudah', -1.0), ('balas', -3.0)]",negatif
kompolnas nodolor,0.0,"[('kompolnas', 0), ('nodolor', 0)]",netral
amplop roy suryo t kesan proteksi orang bayar edi darmawan,0.0,"[('amplop', 3.0), ('roy', 0), ('suryo', 0), ('t', 0), ('kesan', 0), ('proteksi', 0), ('orang', 0), ('bayar', -3.0), ('edi', 0), ('darmawan', 0)]",netral
milik cafe olivier pegawai iya periksa orang lindung reka yasa cctv krisna murty ambo yasa cctv iya baru jaksa tuntut licik hakim hakim sesat profesor eddy hiariej,-6.0,"[('milik', 1.0), ('cafe', 0), ('olivier', 0), ('pegawai', 3.0), ('iya', 0), ('periksa', -5.0), ('orang', 0), ('lindung', 4.0), ('reka', -2.0), ('yasa', 0), ('cctv', 0), ('krisna', 0), ('murty', 0), ('ambo', 0), ('yasa', 0), ('cctv', 0), ('iya', 0), ('baru', 0), ('jaksa', 0), ('tuntut', -3.0), ('licik', 0), ('hakim', 0), ('hakim', 0), ('sesat', -4.0), ('profesor', 0), ('eddy', 0), ('hiariej', 0)]",negatif
siroy dasar asumsi curiga hukum orang bukti kongkrit dasar asumsi curiga jessica susun meja luas susun pinggir meja pindah kursi sempit meja asumsi jadi bahan bukti jalan autopsi penjara orang salah,-47.0,"[('siroy', 0), ('dasar', 0), ('asumsi', -3.0), ('curiga', -4.0), ('hukum', -3.0), ('orang', 0), ('bukti', -3.0), ('kongkrit', 0), ('dasar', 0), ('asumsi', -3.0), ('curiga', -4.0), ('jessica', 0), ('susun', 0), ('meja', 0), ('luas', 3.0), ('susun', 0), ('pinggir', -4.0), ('meja', 0), ('pindah', -3.0), ('kursi', 0), ('sempit', -4.0), ('meja', 0), ('asumsi', -3.0), ('jadi', -2.0), ('bahan', -3.0), ('bukti', -3.0), ('jalan', 0), ('autopsi', 0), ('penjara', -4.0), ('orang', 0), ('salah', -4.0)]",negatif
pinda peiper bek masuk bilang sangka masuk,-9.0,"[('pinda', 0), ('peiper', 0), ('bek', 0), ('masuk', -3.0), ('bilang', 0), ('sangka', -3.0), ('masuk', -3.0)]",negatif
netisen saran polisi republik indonesia tangkap roi panci bangsa bebar gaduh,-6.0,"[('netisen', 0), ('saran', -3.0), ('polisi', 0), ('republik', 0), ('indonesia', 0), ('tangkap', -3.0), ('roi', 0), ('panci', 0), ('bangsa', 0), ('bebar', 0), ('gaduh', 0)]",negatif
roi panci panci pintar piawai tipu tipu rekayasa akal akal,0.0,"[('roi', 0), ('panci', 0), ('panci', 0), ('pintar', 0), ('piawai', 0), ('tipu', 0), ('tipu', 0), ('rekayasa', 0), ('akal', 0), ('akal', 0)]",netral
coba lihat dengar omong dua hati muda mudah insia aulla fakta,-11.0,"[('coba', -1.0), ('lihat', 3.0), ('dengar', 2.0), ('omong', -4.0), ('dua', -3.0), ('hati', -2.0), ('muda', -2.0), ('mudah', -1.0), ('insia', 0), ('aulla', 0), ('fakta', -3.0)]",negatif
presenter sesat bela sesat presenter nara sumber seslalu aku harga pon hakim sesat omong kosong roi panci ahli abal abal edy profesor bohong semua omong kosong,-34.0,"[('presenter', 0), ('sesat', -4.0), ('bela', 0), ('sesat', -4.0), ('presenter', 0), ('nara', 0), ('sumber', 0), ('seslalu', 0), ('aku', -1.0), ('harga', 3.0), ('pon', 0), ('hakim', 0), ('sesat', -4.0), ('omong', -4.0), ('kosong', -4.0), ('roi', 0), ('panci', 0), ('ahli', 0), ('abal', 0), ('abal', 0), ('edy', 0), ('profesor', 0), ('bohong', -5.0), ('semua', -3.0), ('omong', -4.0), ('kosong', -4.0)]",negatif
roisuryo laku politik ikut hakum dasar iblis iblis,-12.0,"[('roisuryo', 0), ('laku', 0), ('politik', -1.0), ('ikut', -3.0), ('hakum', 0), ('dasar', 0), ('iblis', -4.0), ('iblis', -4.0)]",negatif
jessica biar orang jabat pegang kuasa lumpuh adil,-8.0,"[('jessica', 0), ('biar', -3.0), ('orang', 0), ('jabat', -3.0), ('pegang', -2.0), ('kuasa', 3.0), ('lumpuh', 0), ('adil', -3.0)]",negatif
tonton masyarakat indonesia bobrok hancur indonesia tangan orang tegak prosedur adil manusia manusia manusiawi tuhan erti karma,-8.0,"[('tonton', -4.0), ('masyarakat', 0), ('indonesia', 0), ('bobrok', -5.0), ('hancur', 0), ('indonesia', 0), ('tangan', 1.0), ('orang', 0), ('tegak', 0), ('prosedur', -4.0), ('adil', -3.0), ('manusia', 3.0), ('manusia', 3.0), ('manusiawi', 0), ('tuhan', 3.0), ('erti', -2.0), ('karma', 0)]",negatif
jessica jessica salah logika madak ngracun orang,-4.0,"[('jessica', 0), ('jessica', 0), ('salah', -4.0), ('logika', 0), ('madak', 0), ('ngracun', 0), ('orang', 0)]",negatif
dukung buka petisi presiden akhir jabat,1.0,"[('dukung', 4.0), ('buka', -3.0), ('petisi', 0), ('presiden', 3.0), ('akhir', 0), ('jabat', -3.0)]",positif
