slang,formal
rakhin,rakhine
raktat,rakyat
rakyak,rakyat
rayat,rakyat
rakyatbersamafpi,rakyat bersama front pembela islam
rakyatb3rsamajkw,rakyat bersama jokowi
rakyatmaujokowi2019,rakyat mau jokowi 2019
rmol,rakyat merdeka on line
rakyatpintar,rakyat pintar
rakyatn,rakyatnya
ramadhan,ramadan
ramasan,ramadan
rmai,ramai
ramai2,ramai ramai
rame2nya,ramai ramainya
ramenya,ramainya
rapet,rapat
rakercabsuâ,rapat kerja cabang khusus
rakercabsus,rapat kerja cabang khusus
rapimnas,rapat pimpinan nasional
repeh,rapi
rapihkan,rapikan
rapiin,rapikan
rasakeenn,rasakan
rasanonosak,rasakan sampai
rasanyaa,rasanya
rasioanal,rasional
rationalð,rasional
rasulillah,rasulullah
rasullah,rasulullah
rato,rata
rerata,rata rata
rata2nya,rata ratanya
rauff,rauf
raub,raup
rafen,raven
rawa2,rawa rawa
rawamamgun,rawamangun
rawasaribagjadiri,rawasari bagja diri
razakâ,razak
rhu,razia hiburan umum
raziff,razif
reder,reader
readyforindustry4,ready for industry 4
rmfc,real madrid football club
reality,realita
realitinya,realitanya
redbonssaverohingya,redbone save rohingya
refrensi,referensi
reflek,refleks
reform,reformasi
reforma,reformasi
register40,register 40
ragweda,regweda
reklomasi,reklamasi
reksadanasam,reksadana
rdpu,reksadana pasar uang
relain,relakan
repdem,relawan pejuang demokrasi
realava,relevan
relijius,religius
renpel,rempel
remek,remuk
remukan,remukkan
rka,rencana kerja dan anggaran
renfah,rendah
rendeman,rendaman
rendrasanusi,rendra sanusi
renovate,renovasi
refo,repo
republic,republik
ri1,republik indonesia 1
ri2,republik indonesia 2
req,request
rese,resek
recep,resep
residence,residen
resident,residen
responden2,responden responden
restar,restart
restorannya,restoran
restuin,restui
resultjapan,result japan
returnthekhilafah,return the khilafah
retwet,retweet
ritwit,retweet
reuniz,reuni
rejekine,rezekinya
r3jim,rezim
razim,rezim
rezimrepresifantiislam,rezim represif anti islam
riauð,riau
rba,riba
rbu,ribu
ribu2,ribu ribu
ribuut,ribut
ribut2,ribut ribut
ridho,rida
ridhoi,ridai
ridhuan,ridwan
ridwal,ridwan
ridwankamil,ridwan kamil
rie,rien
rilischarta,rilis charta
rindhu,rindu
rinduanismatta,rindu anis matta
rindujabarjuara,rindu jawa barat juara
rindujabarjuara1,rindu jawa barat juara 1
rindujabarjuaranomor1,rindu jawa barat juara nomor 1
rinduyang,rindu yang
risetdansdmkp,riset dan sumber daya manusia kelautan dan perikanan
resiko,risiko
resikonya,risikonya
resleting,ritsleting
rijik,rizieq
rizik,rizieq
robet,robert
robbi,robi
robbie,robi
robotbijak,robot bijak
roc,rock
rockygering,rocky gerung
rohingnya,rohingya
rohingyang,rohingya
rohinya,rohingya
rollercoaster,roller coaster
rojak,rozak
risha,rumah instan sederhana sehat
relah,telah
robah,ubah
piral,viral
qkwjw,wkwk
qkwk,wkwk
miinn,admin
minmin,admin
mentionan,berbalas mention
moal,enggak
millionaire,jutawan
metu,keluar
mistake,kesalahan
mighty,kuat
mkna,makna
mkne,makna
mls2an,malas malasan
mmh,mama
mmpu,mampu
mnakah,manakah
mnfaatnya,manfaatnya
mntan,mantan
mentab,mantap
menungso,manusia
mnusia,manusia
mesih,masih
mepo,meeting point
mey,mei
mlarang,melarang
mlembabkn,melembabkan
mlempemm,melempem
mliat,melihat
mlintir,melintir
mlipirnya,melipirnya
mlorot,melorot
mlulu,melulu
mlpakn,melupakan
mengolok2,memaki
mengatainya,memakinya
mklumin,memaklumkan
mnh,memanah
mmbawa,membawa
mmbntuk,membentuk
mmbuat,membuat
mmbuktikan,membuktikan
mmbunuh,membunuh
mmberantas,memebrantas
mmcah,memecah
menuh2in,memenuhi
menuhin,memenuhi
micingin,memicing
mikiri,memikirkan
mikirnya,memikirnya
mmilih,memilih
mmliki,memiliki
minjam,meminjam
mintain,memintakan
mesantren,memondok di pesantren
mmperhatikannya,memperhatikannya
mmperingati,memperingati
mnakuti,menakuti
mnampakkan,menampakkan
mnang,menang
mnanti,menanti
mncari,mencari
mncuat,mencuat
mncuci,mencuci
mndptkan,mendapatkan
mndkti,mendekati
mndirikan,mendirikan
mnrbitkan,menerbitkan
menterjemahkan,menerjemahkan
mentranslate,menerjemahkan
mnerpa,menerpa
menngacu,mengacu
mngadu,mengadu
mengapaninya,mengafaninya
mengajari,mengajarkan
mngajarkan,mengajarkan
mngakses,mengakses
mngalami,mengalami
mengandun,mengandung
mngangkat,mengangkat
mengantrakan,mengantarkan
mngapa,mengapa
mengatas,mengatasi
mengexpose,mengekspose
menggelagarkan,mengelak
mengkelola,mengelola
mengelu2kan,mengelu elukan
mngembalikan,mengembalikan
mengenakkan,mengenakan
mngerdilkan,mengerdilkan
mngerjakan,mengerjakan
mngetahui,mengetahui
mnggambarkan,menggambarkan
menggatikan,menggantikan
mnggntung,menggantung
menggap,menggapai
mengembosi,menggembosi
menggenapka,menggenapkan
menggerakan,menggerakkan
mengigit,menggigit
mnggiring,menggiring
mengoda,menggoda
mengonggong,menggonggong
menguggat,menggugat
mengunakan,menggunakan
mnggunakan,menggunakan
mhalalkan,menghalalkan
mnghalangi,menghalangi
mnghapus,menghapus
menghrpkan,mengharapkan
menghampaskan,menghempaskan
mnghentak2,menghentak hentak
mnghentikan,menghentikan
mengimbau,menghimbau
menghinan,menghinanya
menhindar,menghindar
mengitung,menghitung
mnghujat,menghujat
mengikut,mengikuti
mengintruksikan,menginstruksikan
mengera,mengira
mngkoreksi,mengkoreksi
mengkriminilisisi,mengkriminalisasi
mngkritisi,mengkritisi
mengkonsumsi,mengonsumsi
mengcounter,mengonter
mengkoreksi,mengoreksi
mengusak,menguak
mngtkan,menguatkan
merubah,mengubah
mngusik,mengusik
mngusir,mengusir
mentiagakan,meniadakan
meniqa,menikah
meried,menikah
merit,menikah
menjudge,menilai
menisbatkan,menisbahkan
mnjabat,menjabat
mnjbat,menjabat
mjadi,menjadi
mniadi,menjadi
mnjadikn,menjadikan
menjadikanâ,menjadikannya
mjln,menjalankan
menjalintoleransi,menjalin toleransi
menjelek2,menjelek jelekan
menjijikan,menjijikkan
menjungjung,menjunjung
menola,menolak
menolakluka,menolak luka
menolaklupa,menolak lupa
mnton,menonton
mensip,mensiv
menstabilka,menstabilkan
mens,menstruasi
mentah2,mentah mentah
mentalita,mentalitas
mentaliti,mentalitas
mentang2,mentang mentang
mentei,menteri
mentri,menteri
menkumham,menteri hukum dan hak asasi manusia
menkelautan,menteri kelautan
menkes,menteri kesehatan
menkominfo,menteri komunikasi dan informasi
menlu,menteri luar negeri
menteri2,menteri menteri
menko,menteri perekonomian
menhub,menteri perhubungan
mensesneg,menteri sekretaris negara
mensos,menteri sosial
mentil2,mentil mentil
mensyen,mention
mention,mention
mensen2,mention mention
mensyennya,mentionnya
mnuju,menuju
menujuindonesiamaju,menuju indonesia maju
menjukkan,menunjukkan
menunjukan,menunjukkan
mnurut,menurut
mnrtku,menurutku
menyak,menyakiti
menyama2,menyamakan
menyanju,menyanjung
mnyapu,menyapu
mnyebabkn,menyebabkan
mnyebut,menyebut
menyebutâ,menyebutnya
menyejukan,menyejukkan
menyelamatka,menyelamatkan
menyelematkan,menyelamatkan
mnyematkn,menyematkan
menyenan,menyenangkan
mengerjap,menyergap
menyesalboviatwitter,menyesal boviat twitter
mensiasati,menyiasati
mnyimpang,menyimpang
mensucikan,menyucikan
mnyudutkan,menyudutkan
mensukseskan,menyukseskan
menyusahkn,menyusahkan
mnyusahkanmu,menyusahkanmu
menzhalimi,menzalimi
merah2,merah merah
merajalele,merajalela
merampa,merampas
mgerasa,merasa
mesakno,merasakan
merauk,meraup
mercedez,mercedes
mercy,mercedes
merk,merek
meremat,meremet
merentas,meretas
merong2,merong merong
merupakanâ airport,merupakan bandara
merosakkan,merusakkan
mess,mes
mesopotamian,mesopotamia
messy,messi
mesoom,mesum
mesumm,mesum
metodologis,metodologi
mewh,mewah
mewoh,mewah
mewaiskan,mewariskan
miâ,mia
mikael,michael
migraine,migrain
milenia,milenial
millenials,milenial
milyarder,miliarder
mlik,milik
mine,milikku
minggon,mingguan
menimal,minimal
minions,minion
minoriti,minoritas
minority,minoritas
minorutas,minoritas
minumkopiindonesia,minum kopi indonesia
misi1,misi 1
misix,misi 10
misi4,misi 4
misqin,miskin
misqueen,miskin
miskinmoralitascuihh,miskin moralitas cih
mizan35,mizan 35
mobel,mobil
mobilmotor,mobil motor
mobnas,mobil nasional
mlai,mulai
mereun,mungkin
mnet,music network
mikiir,pikir
mikirr,pikir
mikirdaaingmah,pikir dulu dah gue mah
milihh,pilih
milih2,pilih pilih
mid,tengah
middle,tengah
nhadeh,aduh
nhadeuuh2,aduh aduh
nhalah,alah
nhlh,alah
njeng,anjing
njiieng,anjing
njiing,anjing
njing,anjing
njingg,anjing
njer,anjir
ngmn,bagaimana
npiye,bagaimana
nngebah,bahas
npbangunan,bangunan
ngono,begitu
ngegayaan,bergaya
ngibadah,beribadah
ngilmu,berilmu
ngumpulnya,berkumpulnya
ngutang,berutang
nngutang,berutang
nolelah,bolehlah
nggakk,enggak
nnga,enggak
noopst,enggak
nop,enggak
nope,enggak
ngpp,enggak apa apa
nntah,entah
nntar,entar
ngeblek,geblek
ngr,gede rasa
ngejala,gejala
ngembrot,gembrot
ngerakan,gerakan
ngilaa,gila
ngilee,gila
ngiliran,giliran
ngimanapun,gimanapun
ngirls,girls
ngitu,gitu
ngoblok,goblok
nguoblokk,goblok
ngolongan,golongan
ngua,gua
ngue,gue
ngw,gue
nhabis,habis
nhadiahnya,hadiahnya
ngeeooahahahaa,haha
ngeooaahahahaa,haha
ngoaahahaa,haha
ngoahaha,haha
ngoahahah,haha
ngoahahaha,haha
ngooaahahaa,haha
nhaha,haha
nhahaha,haha
nhahahaha,haha
nngahahahaha,haha
nngiahahaha,haha
nhaji,haji
nhalo,halo
nhancur,hancur
nhp,handphone
nhanya,hanya
nharga,harga
nhari,hari
nharus,harus
nhrs,harus
nkudu,harus
nhasilnya,hasilnya
nhassle,hassle
nhati2,hati hati
nhatiku,hatiku
nhe,he
nheath,heath
nhehe,hehe
nheheh,hehe
nhmm,hem
nhendardi,hendardi
nherba,herba
nhidup,hidup
nhijab,hijab
nhilang,hilang
nhimmler,himmler
nhina,hina
nhindu,hindu
nhaihh,his
nhiks,his
nhonda,honda
nhongkong,hongkong
nhubungan,hubungan
nhuft,huft
nhumanit,humanit
niblis,iblis
nidiot,idiot
niyuh,ih
nikut,ikut
nimpor,impor
nindie,indie
nindo,indonesia
ninfrstruktur,infrastruktur
ningat,ingat
ninggris,inggris
ngin,ingin
ningin,ingin
npengen,ingin
ninidaritadi,ini dari tadi
ninilah,inilah
ninnalillah,innalillah
nintinya,intinya
nislam,islam
nistighfar,istigfar
nistilah,istilah
nitu,itu
nntu,itu
noh,itu
nitulah,itulah
nggih,iya
niya,iya
niyain,iyakan
njadi,jadi
njd,jadi
njdi,jadi
njahat,jahat
njaka,jaka
njalan,jalan
njames,james
njamu,jamu
njancuk,jancuk
njangan,jangan
njgn,jangan
njngn,jangan
njangan2,jangan jangan
njangankan,jangankan
njanganlah,janganlah
njaancuuk,janjuk
njarah,jarah
njarang,jarang
njaringan,jaringan
njauh,jauh
njejaku,jejakku
njika,jika
njilat,jilat
njin,jin
njlentrek,jlentrek
njokowi,jokowi
njolodong,jolodong
njual,jual
njuara,juara
njudulnya,judulnya
njamping,jumping
njunior,junior
nkaca,kaca
nkacung,kacung
nkadang,kadang
nkak,kakak
nkalahe,kalahnya
nkalajengkin,kalajengking
nkalau,kalau
nkalo,kalau
nklau,kalau
nklo,kalau
nklu,kalau
nklw,kalau
nkalopun,kalaupun
nkaleng,kaleng
nkalian,kalian
nkalianlah,kalianlah
nkami,kami
nkmi,kami
nkamis,kamis
nkampret,kampret
nkampung,kampung
nkampungan,kampungan
nkampus,kampus
nkampus2,kampus kampus
nkamu,kamu
nkmu,kamu
nkoe,kamu
nlu,kamu
nkan,kan
nkandang,kandang
ngents,kangen
nkapan,kapan
nkpk,kapok
nkapur,kapur
nkarena,karena
nkarenaa,karena
nkarna,karena
nkrn,karena
nkasih,kasih
nkata,kata
nkatholik,katolik
nkao,kau
nkau,kau
nkaum,kaum
nkaya,kaya
nkayak,kayak
nkek,kayak
nkayaknya,kayaknya
nke,ke
nkeluar,ke luar
nkluar,ke luar
nkearifan,kearifan
nkakean,kebanyakan
nkecuali,kecuali
nkeduanya,keduanya
nkeela,keela
nkehabisan,kehabisan
nkeimanan,keimanan
nkeith,keith
nkejam,kejam
nkekufuran,kekufuran
nkelakuan,kelakuan
nkelakuanmu,kelakuanmu
nkelas,kelas
nkaton,kelihatan
nkelompok,kelompok
nkeluaran,keluaran
nkemaren,kemarin
nkemarin,kemarin
nkmrm,kemarin
nkementerian,kementerian
nkemungkinan,kemungkinan
ngopo,kenapa
nknp,kenapa
nknpa,kenapa
npa,kenapa
nkentutnya,kentutnya
nkepada,kepada
nkepala,kepala
nkpl,kepala
nkepala8,kepala 8
nkeparat,keparat
nkpentingan,kepentingan
nkepercayaan,kepercayaan
nkeren,keren
nkerja3x,kerja kerja kerja
nketakutan,ketakutan
nketika,ketika
nketololan,ketololan
nketua,ketua
nketurunan,keturunan
nkiara,kiara
nkidung,kidung
nkirain,kirain
nkish,kish
nkita,kita
nkitanya,kitanya
nklop,klop
nkok,kok
nkomen,komen
nkomentar,komentar
nkomunis,komunis
nkntl,kontol
nkontrak,kontrak
nkop,kop
nkop1,kopi
nkorban,korban
nkorupsi,korupsi
nkoruptor,koruptor
nkristen,kristen
nkritik,kritik
nku,ku
nkualitasnya,kualitasnya
nkulit,kulit
nkuning,kuning
ngocol,kurang ajar
nlagi,lagi
nlg,lagi
nlgi,lagi
nlah,lah
nlha,lah
nlahir,lahir
nlaki,laki
nlalu,lalu
nlambat,lambat
nlanjut,lanjut
nlol,laugh out loud
nlebih,lebih
nlembaran,lembaran
nlemparin,lemparkan
nlet,let
nlgbt,lgbt
nliberal,liberal
nlintah,lintah
nlips,lips
nlistrik,listrik
nlo,lo
nlogikaku,logikaku
nlogikanya,logikanya
nlong,long
nlow,low
nmaaf,maaf
nmaap,maaf
nnb,maaf baru balas
nmabuk,mabuk
nmacau,macau
nmain,main
nmaju,maju
nmak,mak
nmaka,maka
nmakan,makan
nmakane,makanya
nmakanya,makanya
nmaki,maki
nmakin,makin
nmaksud,maksud
nmkst,maksud
nmaksudnya,maksudnya
nmksdnya,maksudnya
nmalah,malah
nmlh,malah
nr,malam romantis
nmalu,malu
nmama,mama
nmami,mami
nmampus,mampus
nmampuss,mampus
nmana,mana
nmandela,mandela
nmantap,mantap
nmantrraaf,mantap
nmanusia,manusia
ngegas,marah
nngegas,marah
nmarga,marga
nmarie,marie
nmasa,masa
nmadesu,masa depan suram
nmasa2,masa masa
nmasalah,masalah
nmasalahnya,masalahnya
nmasih,masih
nmasuk,masuk
nmasuknya,masuknya
nmata,mata
nmatamu,matamu
nmatane,matanya
nmati,mati
nmau,mau
nmaw,mau
nmo,mau
nmw,mau
nmawar,mawar
nmayoritas,mayoritas
nme,me
nmeeting,meeting
ngeladeni,meladeni
ngeladenin,meladeni
ngladeni,meladeni
ngelakui,melakukan
ngelancarin,melancarkan
ngelanggar,melanggar
ngelantur,melantur
ngelatur,melantur
ngelayanin,melayani
nmelayu,melayu
ngelebarin,melebarkan
ngeledekin,meledeki
ngledekin,meledeki
nmelek,melek
nmelihat,melihat
ngeliatnye,melihatnya
ngliatnya,melihatnya
ngelidur,melindur
ngelolosin,meloloskan
ngetiktok,memainkan tik tok
nmake,memakai
nmemang,memang
ngepatenin,mematenkan
ngebacanya,membacanya
ngeshare,membagikan
ngebahas,membahas
ngebaik,membaik
ngebandingin,membandingkan
ngebangkang,membangkang
ngebantai,membantai
ngebatalin,membatalkan
nggowo,membawa
nmembawa,membawa
ngebayang,membayang
ngebayangin,membayangkan
nmembela,membela
ngebelai,membelai
ngebenerin,membenarkan
ngide,memberi ide
ngobrolin,membicarakan
ngomonginnya,membicarakan
ngebodohin,membodohi
ngebuang,membuang
ngebunuh,membunuh
nmeme,meme
nmemek,memek
nmikirin,memikirkan
ngebagus2in,memperbagus
nmemperhatikan,memperhatikan
nmempunyai,mempunyai
ngetag,menandai
nnangis,menangis
ngedance,menari
nmenarilah,menarilah
ngedancenya,menarinya
nnyaleg,mencalonkan legislatif
ngeblend,mencampur
nnyari,mencari
nmencatat,mencatat
nmencerca,mencerca
ngecopros,mencerocos
ngeprint,mencetak
nmendalami,mendalami
ngedeketin,mendekati
nmendengar,mendengar
ngediemin,mendiamkan
nmending,mending
nmnding,mending
ngedorong,mendorong
ngekick,menendang
ngefansnya,mengagumi
nguakak,mengakak
nmengaku,mengaku
nngaku,mengaku
nmengapa,mengapa
ngeblock,mengeblok
ngeblok,mengeblok
ngebom,mengebom
ngecam,mengecam
ngecap,mengecap
ngecekin,mengecek
nngecek,mengecek
ngedip,mengedip
ngegolin,mengegolkan
ngejer,mengejar
ngejek,mengejek
ngelap,mengelap
ngelola,mengelola
ngeluhnya,mengeluhnya
ngelus2,mengelus elus
ngembalikan,mengembalikan
ngembang,mengembang
ngemis,mengemis
ngemot,mengemut
ngemut,mengemut
ngenal,mengenal
ngenes,mengenaskan
ngepal,mengepal
ngeper,mengeper
ngepret,mengeprek
ngerem,mengerem
ngerih,mengerikan
nngerjain,mengerjakan
ngerokin,mengerok
ngeroyok,mengeroyok
ngert,mengerti
ngerto,mengerti
ngertikan,mengertikan
ngertilah,mengertilah
ngertinya,mengertinya
ngeteh,mengeteh
ngetes,mengetes
nngetik,mengetik
ngetren,mengetren
ngetok,mengetuk
ngetok2,mengetuk
ngeyel,mengeyel
ngegabungin,menggabungkan
ngganti,mengganti
nggantiin,menggantikan
ngemesin,menggemaskan
nggilani,menggilakan
ngegodain,menggodai
nggonggong,menggonggong
ngehamilin,menghamili
ngehargain,menghargai
ngregani,menghargai
ngidupin,menghidupi
ngehinanya,menghinanya
ngitungnya,menghitungnya
ngibulnya,mengibulnya
ngigau,mengigau
ngiklanin,mengiklankan
ngikut,mengikut
nmengikuti,mengikuti
ngefollowback,mengikuti balik
ngiler,mengiler
ngeimajinasiin,mengimajinasikan
ngimpor,mengimpor
nginden,menginden
nginjak,menginjak
ngintipin,mengintip
ngira,mengira
ngiranya,mengiranya
ngesend,mengirim
ngedm,mengirim pesan
ngisep,mengisap
ngritik,mengkritik
ngobarkan,mengobarkan
ngobrolnya,mengobrolnya
ngocokin,mengocok
ngecodein,mengodei
ngomonv,mengomong
nngomong,mengomong
nngomongin,mengomongkan
ngomporin,mengompori
ngupii,mengopi
ngopibarengfahri,mengopi bareng fahri
ngopilaah,mengopilah
ngopinya,mengopinya
ngoroknya,mengoroknya
ngotot,mengotot
ngototâ,mengotot
ngoyak,mengoyak
nguap,menguap
ngukur,mengukur
ngulang,mengulang
ngumpet,mengumpet
ngumpet2,mengumpet
ngumpulin,mengumpulkan
nguci,mengunci
nguntungin,menguntungkan
ngupas,mengupas
ngurusi,mengurusi
ngurut,mengurut
ngorak,mengusir
ngutangi,mengutangi
nikahkan,menikahkan
nilep,menilap
ninggalkan,meninggalkan
nipu,menipu
nistakan,menistakan
nitip,menitip
nitipin,menitipkan
ngejadiin,menjadikan
ngejaga,menjaga
ngejahit,menjahit
ngejauh,menjauh
ngejauhin,menjauhi
nmenjelang,menjelang
ngejelekin,menjelekkan
njelekkan,menjelekkan
ngejijikin,menjijikkan
ngejorokin,menjorokkan
nongolnya,menongolnya
nojok,menonjok
nonjok,menonjok
nntonin,menonton
nongton,menonton
ngebokep,menonton bokep
nontonbokep,menonton bokep
nmentah,mentah
nmental,mental
nmenteri,menteri
ngetawain,mentertawakan
nmentioned,mentioned
nmentolo,mentolo
ngetuit,mentwit
ngetwit,mentwit
ngetwitt,mentwit
ngtweet,mentwit
ngijolno,menukarkan
nnumpang,menumpang
nnjuk,menunjuk
ngedown,menurun
nnutupin,menutupi
nmenyalahkan,menyalahkan
nnyembah,menyembah
nmenyembelih,menyembelih
nmenyenangkan,menyenangkan
nnyerah,menyerah
nnyuap,menyuap
ngelike,menyukai
nmerah,merah
ngerajut,merajut
ngerakit,merakit
ngerangkap,merangkap
nmerapatlah,merapatlah
nmeratapi,meratapi
ngerawat,merawat
ngerayu,merayu
nmereka,mereka
nmrk,mereka
ngerepotin,merepotkan
ngerettwet,meretweet
ngrogoh,merogoh
ngeroket,meroket
ngeroko,merokok
ngrokok,merokok
ngerugiin,merugikan
ngerumpi,merumpi
ngerusak,merusak
ngrusuhin,merusuhi
nmeski,meski
nmesti,mesti
ngewakilin,mewakili
nmikir,mikir
nmilea,milea
nminat,minat
nminta,minat
nminggu,minggu
ninus,minus
nminyak,minyak
nmirip,mirip
nmiris,miris
nmiskin,miskin
nmisqeen,miskin
nmiskom,miskomunikasi
nmistik,mistik
nmodar,modar
nmohon,mohon
nmother,mother
nmudah,mudah
nmudah2an,mudah mudahan
nmula2,mula mula
nmulut,mulut
nmulutmu,mulutmu
nmulutnya,mulutnya
nmunafik,munafik
nmunawar,munawar
nmungkin,mungkin
nmusik,musik
nmuslim,muslim
nnagita,nagita
nnah,nah
nnaha,naha
nnaek,naik
nnaik,naik
nnajis,najis
nnama,nama
nnamanya,namanya
nmun,namun
nnamun,namun
nnanti,nanti
nk,natural killer
nndasmu,ndasmu
nkri,negara kesatuan republik indonesia
nkriâ,negara kesatuan republik indonesia
nnkri,negara kesatuan republik indonesia
nkritanahpribumi,negara kesatuan republik indonesia tanah pribumi
nnegara2,negara negara
nneo,neo
nneomu,neomu
ngn,next generation network
nngakak,ngakak
ngpain,ngapain
ngpn,ngapain
nngapain,ngapain
ngegoblogan,ngegoblokin
ngehe,ngehek
ngentad,ngentot
ngentat,ngentot
ngentod,ngentot
ngentotin,ngentot
ngentoto,ngentot
ngentott,ngentot
nngentot,ngentot
ngentotabg,ngentot anak baru gede
ngentothijab,ngentot orang berhijab
ngerep,ngerap
ngerappnya,ngerapnya
nngerii,ngeri
ngeue,ngewe
nngelu,ngilu
nngilu,ngilu
niaspilihdjoss,nias pilih djarot sihar
niiy,nih
nkh,nikah
nnikahannya,nikahannya
nikitakruâ,nikita
nikitakruschev,nikita
nikitamirzani,nikita mirzani
niikmat,nikmat
niqmat,nikmat
nikmati,nikmati
nnimdle,nimdle
nnio,nio
nisanjinan,nisan jinan
nnista,nista
noo,no
nobel,nobel
nohhai,noh hai
nominalnya,nominalnya
nnmor,nomor
nomor2koruptor,nomor dua koruptor
nid,nomor identitas
nim,nomor induk mahasiswa
nis,nomor induk siswa
no1,nomor satu
no3jabarasyik,nomor tiga jawa barat asyik
nomornya,nomornya
nnon,non
noona,nona
nonaktifin,nonaktifkan
nongkrongi,nongkrong
nonkrong,nongkrong
nnor,nor
nora,norak
noraa,norak
norak2,norak norak
norma2,norma norma
nosâ,nos
notabane,notabene
notif,notifikasi
novelalana,novel alana
nnow,now
nowpepatahpetitih,now petatah petitih
noer,nur
noerdin,nurdin
nnusantara,nusantara
nnyatanya,nyatanya
nhoalaah,oalah
nok,oke
noke,oke
noks,oke
nombudsman,ombudsman
nomonganmu,omonganmu
ngomongmu,omongmu
nonta,onta
noracle,oracle
norang,orang
norg,orang
norgil,orang gila
norang2,orang orang
nortodox,ortodoks
notak,otak
notaknya,otaknya
noverseas,overseas
npada,pada
npadahal,padahal
npdhal,padahal
npdhl,padahal
npagi2,pagi pagi
npaham,paham
npajak,pajak
npak,pak
npakai,pakai
npakew,pakai
npaling2,paling paling
npalingan,palingan
npandai,pandai
npandangan,pandangan
npanik,panik
npansos,panjat sosial
npanji,panji
npantes,pantas
npantesan,pantas
npapa,papa
nparah,parah
nparlimen,parlemen
npartai,partai
npdip,partai demokrasi indonesia perjuangan
